tweet,label
@chanelisabeth cuz ur a bird bitch,"[0.2232769876718521, 0.7767230272293091]"
RT @KyleLewsader: @TreVaughnLG retweets the most random shit just cause a bad bitch tweeted it &#128514;,"[0.37583526968955994, 0.6241647601127625]"
RT @DFcuknAwesum: Kirk ain't nothing but a bitch #Love&amp;HipHop,"[0.37461569905281067, 0.6253842711448669]"
RT @BuckeyeWearing: I want some popcorn hoes bol,"[0.2785128057003021, 0.7214872241020203]"
Cheer up Charlie.,"[0.9784501194953918, 0.021549852564930916]"
Alex Smith such a got damn bitch man,"[0.19627442955970764, 0.80372554063797]"
"ofcourse when someone asks what else to eat, jackass over here goes ""brownies"" BIG surprise here... #dingbat","[0.8843845725059509, 0.11561540514230728]"
"I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo","[0.44210952520370483, 0.5578905344009399]"
RT @the_ironsheik: My #tbt I learn the English from that jabroni big bird but I break his fucking neck http://t.co/vDpIq8Zuxo http://t.co/4&#8230;,"[0.9611423015594482, 0.03885772079229355]"
"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;","[0.2503809928894043, 0.7496190071105957]"
RT @versaceezy: if we date u don't even gotta worry bout me talking to other hoes cus I ain't got any,"[0.5791026949882507, 0.42089730501174927]"
RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,"[0.21721278131008148, 0.7827872633934021]"
I got no respect for hoe shit,"[0.23111602663993835, 0.768884003162384]"
RT @WORIDSTARHlPHOP: bruh he threw that bitch https://t.co/rIsBmdzY26,"[0.4008220434188843, 0.5991779565811157]"
Ewh bitch you look like an inbred.,"[0.13161945343017578, 0.8683805465698242]"
I don't kick it with fuck nights and bitches,"[0.22040538489818573, 0.7795946002006531]"
shitting on these crusty hoes http://t.co/1oOHx1y6Xt,"[0.12127979844808578, 0.8787201642990112]"
@Maxwell_Larsen good bitch &#128527;,"[0.16082170605659485, 0.8391782641410828]"
"Finally running the game and everybody trippin now, but Ion give a fuck I got their bitches drippin now.","[0.3596414029598236, 0.6403586268424988]"
RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,"[0.7289831638336182, 0.2710168957710266]"
@ISmashedYoGurl @Jonathan_Scott_ ahhh stupid bitch!,"[0.1735694408416748, 0.8264305591583252]"
&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,"[0.956573486328125, 0.04342646524310112]"
i like chillin' with yo bitch I like fuckin' her,"[0.18536075949668884, 0.8146392107009888]"
There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy,"[0.22357581555843353, 0.7764241695404053]"
RT @sorryimalex: idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;,"[0.9635802507400513, 0.03641974553465843]"
Finna favorite my last tweet so niccas will kno I been knew wassup,"[0.9575894474983215, 0.04241058602929115]"
This kid looks like a retard when he tries hiding his phone... so obvious,"[0.2477080225944519, 0.7522919774055481]"
"@WolfgangAbedeus Your bitch called, she was missing this dick","[0.1727982461452484, 0.8272017240524292]"
"RT @JuuMane: I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???","[0.31372082233428955, 0.6862791776657104]"
RT @imnussie: I kno u wanna roll w/ a bitch like me!,"[0.4200090169906616, 0.5799909830093384]"
This 103 weather is a bitch,"[0.2965129613876343, 0.7034870386123657]"
I b tryna remind these bitches ... I knew u b4 dis social network fame,"[0.21574875712394714, 0.7842512726783752]"
Face only yo bitch could love http://t.co/OckXAYthAK,"[0.33805033564567566, 0.6619496941566467]"
RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,"[0.5527170300483704, 0.44728296995162964]"
Catch me on the episode of Vampire Diaries tomorrow night. I bitch slap @KatGraham,"[0.38290250301361084, 0.6170974373817444]"
@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!,"[0.13542361557483673, 0.8645763993263245]"
Chuck E Cheese isn't the same as when I was a kid. Chuck a skinny bitch &amp; they took away the ball pit. Man wtf,"[0.753113329410553, 0.24688662588596344]"
"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck","[0.32255151867866516, 0.6774485111236572]"
"All these hoes fuckin..... Be Careful! Just cos she look good, don't mean she's good for you!","[0.12890149652957916, 0.871098518371582]"
You can be a hoe in love,"[0.2902117669582367, 0.7097882032394409]"
"""@CASHandBOOBIES: I been kidnapped yo bitch""","[0.3497239351272583, 0.6502760648727417]"
"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day","[0.6880139708518982, 0.3119860589504242]"
RT @kingsleyyy: That look after you just put a bitch in their place http://t.co/GPND50I5Of,"[0.3958316445350647, 0.6041683554649353]"
hoe w the chanel backpack...... please.....,"[0.18326327204704285, 0.8167366981506348]"
Gillette is for pussies,"[0.8963563442230225, 0.10364367812871933]"
RT @TRAPLORDHOE: When your main bitch friends see you at a party ... http://t.co/DW7Fu9l9Y2,"[0.31130778789520264, 0.6886921525001526]"
RT @koleworld4: but i don't fck with broke bitches &#128524;,"[0.306102454662323, 0.693897545337677]"
@JawShoeeAhhh @jehnayy no bitch lol,"[0.18561619520187378, 0.8143837451934814]"
My aunt said I'm handsome fuck you hoes,"[0.28898969292640686, 0.7110103368759155]"
Is this napK bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&#8230; http://t.co/ReqHlHHml4,"[0.2106161266565323, 0.7893838882446289]"
Basic bitch no chill &#128514;,"[0.15626351535320282, 0.8437365293502808]"
"RT @PrincexFbgm: Lonely twitter bitches be like 

#relationshipgoals &gt;&gt;&gt;&gt;&gt; http://t.co/9z9PxVnf89","[0.633603036403656, 0.3663969337940216]"
"RT @sofpizzie_: i hate a bitch that think she the shit, bitch you basic as the fuck&#128564;&#128564;","[0.30103662610054016, 0.6989634037017822]"
"RT @ThePrincePerez: Messi's like ""I'm back bitches &#128527;&#128076;"" lmao &#128514;&#128514;&#128514;","[0.17647670209407806, 0.8235232830047607]"
"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS","[0.8739569783210754, 0.12604299187660217]"
RT @HoeFact: Don't trust these hoes http://t.co/03SoHP4P41,"[0.14011743664741516, 0.8598825335502625]"
Niggaz retweet bitch ass niggaz but won't retweet a real nigga,"[0.1139085665345192, 0.886091411113739]"
You could be viewing the future through rose-colored glasses t... More for Libra http://t.co/UOoN09K1Dq,"[0.9491732120513916, 0.050826773047447205]"
RT @VersaceTweetGod: Leotard not leopard. Zeeti hoes dumb. &#8220;@JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http://t.co/8fQP7fpb&#8230;,"[0.22623884677886963, 0.7737611532211304]"
"When my friends are roastin my other friends and idk who to roast I'm just like wait ""who are your true nigs""&#128527;always da clan&#128111;&#128109;&#128129;","[0.10287012904882431, 0.8971298336982727]"
"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.","[0.910520613193512, 0.08947944641113281]"
RT @Quis_2TurntUp: &#8220;@1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;,"[0.16132919490337372, 0.8386707305908203]"
RT @lildurk_: Dese hoes be actin up,"[0.33839496970176697, 0.6616050601005554]"
Cavs trash too,"[0.97687828540802, 0.023121679201722145]"
Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn,"[0.27770334482192993, 0.7222967147827148]"
RT @IHaveSex_Alot: I don't luv deez hoes at all..&#128076;,"[0.23957213759422302, 0.7604278326034546]"
I hate a nosey bitch like mind yah business,"[0.20209261775016785, 0.7979074120521545]"
RT @NorrisDaGod: I have no hoes &#128581;,"[0.12669327855110168, 0.8733067512512207]"
@ILIKECATS74 @yoPapi_chulo @sizzurp__ @brandonernandez @bootyacid you do realize ya pussy stank right?,"[0.3509438931941986, 0.649056077003479]"
@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch,"[0.1724029779434204, 0.8275970220565796]"
"RT @macktology101: Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes","[0.2137497514486313, 0.7862502932548523]"
People hate on da rig life but I love my baby more then a pussy ass nigguh,"[0.12031648308038712, 0.8796835541725159]"
@JunDishes amen little mama. y does this old southern country bitch like you so much I don't know. but I do!,"[0.17433032393455505, 0.8256696462631226]"
RT @AC_Hussle: When yall having a good day &amp; she brings up a bitch from Twitter http://t.co/LQVLDxOwsH,"[0.7057281732559204, 0.294271856546402]"
gotta clear ya throat of all that pussy eh... RT @johnlacarbiere: My voice is the deepest in the morning,"[0.3624732196331024, 0.63752681016922]"
"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.","[0.9330472350120544, 0.06695272773504257]"
"The clips hang down to the dick.. That's a automatic shotty from a drum they call tommy, guarantee to get you bitches from by me","[0.7026122212409973, 0.2973878085613251]"
RT @OGBEARD: If I got $50 and my girl got $0 then I still got $50 cause that bitch should have a job.,"[0.24626275897026062, 0.753737211227417]"
"I'm glad that after telling me how much of a basic bitch I am, @GreekPharaoh also admitted to being basic. #truefriendsarebasictogether","[0.8753691911697388, 0.12463076412677765]"
I'm so mad cause hoes think it's funny,"[0.9201083779335022, 0.07989165931940079]"
the birds out tonight,"[0.9744783639907837, 0.02552160806953907]"
RT @AsiaCakesss: Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,"[0.7460238933563232, 0.25397613644599915]"
RT @ChaseNCashe: Niggas be mentally dating females they never met before. You on instagram double tap'n that ho too much mane.,"[0.9435127973556519, 0.05648723989725113]"
never have I seen a toddler chug a water bottle so fast lol,"[0.9720975756645203, 0.02790243737399578]"
RT @ikesizzle: Trey Songz album is about being a single hoe ass nigga lol,"[0.13759450614452362, 0.8624054789543152]"
@R3lentlssTr0ll @AnastasiaPacana yes i like dick and i hate bitches. who am i now?,"[0.5255320072174072, 0.4744679927825928]"
Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back,"[0.15796321630477905, 0.842036783695221]"
I'd do anything for an Oreo vanilla bean drink from dunkin &amp; a chocolate chip muffin from there too..I'm starving &amp; that sounds so good now.,"[0.9448907971382141, 0.05510919168591499]"
"&#8220;@RevDennisMiller: True nothing shuts up libdog bitches who like to bark at anything @Punt_Cuncher&#8221;
THAT'S CALLED...PREACHING THE TRUTH!","[0.14813463389873505, 0.8518653512001038]"
Yeah okay let's just put a fire cracker in a cow pie and see what happens,"[0.9087837934494019, 0.09121614694595337]"
"@kieffer_jason bitch cause u wanted to fight and you didn't show up, and tryna make a bet and shit get yo friendly ass off My Twitter","[0.19726769626140594, 0.8027322888374329]"
I was damn near flossing with the bitch's tampon string. Awful &#8220;@TaeCocky: Have anything stopped you from eating pussy? If so what was it?&#8221;,"[0.28713056445121765, 0.71286940574646]"
RT @RakwonOGOD: i started fuckin with bitches who believe everything their horoscope say.they believe the dumbass horoscopes they gunna bel&#8230;,"[0.3850207030773163, 0.6149793267250061]"
RT @TomBradysEgo: Might have a better chance if we put some trash cans out there.,"[0.9687007069587708, 0.03129928931593895]"
RT @Comp10Tx: Rihanna really is trash,"[0.9707269668579102, 0.0292730201035738]"
RT @iDntWearCondoms: Stop respecting women who admit to having a hoe phase,"[0.24747474491596222, 0.7525252103805542]"
"RT @BuzzFeed: A photographer hid in a trash can to get these adorable engagement photos
http://t.co/75ZOvJEwYh http://t.co/F3VAUX9STw","[0.9304388761520386, 0.06956108659505844]"
Never been a bitch!,"[0.20977020263671875, 0.7902297973632812]"
@DimitriCrossin bitch ass,"[0.14695441722869873, 0.8530455827713013]"
Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.,"[0.801954984664917, 0.19804495573043823]"
"""U got my 200K bitch nigga""--Al Haymon to Antonio Tarver","[0.44311726093292236, 0.5568827390670776]"
I feel like that niggah Pac these bitches set me up.,"[0.11130142956972122, 0.8886985778808594]"
&#128563; RT @UBoyRock17: &#128557;&#128557;&#128557; these hoes selfish,"[0.11480601131916046, 0.8851940035820007]"
I beat the pussy up- yg,"[0.8241155743598938, 0.17588448524475098]"
"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever @TheFaithAnne","[0.8777030110359192, 0.1222970187664032]"
When she wit me got yo bitch open,"[0.22035640478134155, 0.7796435952186584]"
@brendacoyt_3 : Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib,"[0.827519953250885, 0.172480046749115]"
RT @Airrogance: bitch i'm legal so i'm ridin round like rambo !,"[0.40734225511550903, 0.592657744884491]"
RT @CayMarieee: Some bitches turned on me with bitched that once turned on them. &#128121;,"[0.13553884625434875, 0.8644611239433289]"
"If you got charge a nigga up for tryna talk to your chick, You really a insecure faggot and have no control over her..","[0.0883086770772934, 0.9116913676261902]"
@vhr6190 @NudesForJordy playoffs bitch,"[0.22450989484786987, 0.7754901051521301]"
RT @DFkinLopes: McDonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud&#8230;,"[0.5336725115776062, 0.4663274586200714]"
Gotta smile dat drive bad bitches crazy,"[0.20773722231388092, 0.7922627329826355]"
...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.,"[0.2327975630760193, 0.7672024369239807]"
RT @JosephTheFlyGuy: Crazy girlfriends usually love you longer &amp; got the best pussy .,"[0.6032410264015198, 0.39675894379615784]"
&#8220;@leynachristina: I'm driving myself insane.&#8221;fag,"[0.09685247391462326, 0.9031475782394409]"
Shittin on all my old hoes,"[0.15035472810268402, 0.8496452569961548]"
How da fucc we gone believe that you out here selling bricks wit some Dirty ass kicks nicca u ain't sellin shit!,"[0.3522580564022064, 0.647741973400116]"
Alice took advantage of me last night...... that bitch won't tonight!!!!!,"[0.31362617015838623, 0.6863738298416138]"
See you fags in 8 hours,"[0.1127249076962471, 0.8872750401496887]"
Shoutout that real bitch,"[0.1534952074289322, 0.846504807472229]"
